JD V-C s1 V-C1 s2 V-C2 s3 C-C1 s4 C-C2 s5 C1-C2 s6 HELCOR AIRMASS 
Aperture: 7, Filter: R, JD: geocentric
2457036.40724 -3.4629 0.0096 -4.0338 0.0149 -1.2270 0.0017 -0.5709 0.0177 2.2359 0.0097 2.8068 0.0150 0.00284 1.255 
2457036.40747 -3.4580 0.0093 -4.0180 0.0154 -1.2089 0.0017 -0.5600 0.0180 2.2491 0.0094 2.8091 0.0155 0.00284 1.256 
2457036.40771 -3.4723 0.0095 -4.0200 0.0157 -1.2319 0.0017 -0.5477 0.0184 2.2404 0.0096 2.7881 0.0158 0.00284 1.257 
2457036.40795 -3.4741 0.0101 -4.0261 0.0157 -1.2160 0.0018 -0.5520 0.0187 2.2581 0.0102 2.8101 0.0158 0.00284 1.258 
2457036.40819 -3.4752 0.0097 -4.0374 0.0158 -1.2400 0.0017 -0.5622 0.0185 2.2352 0.0098 2.7974 0.0159 0.00284 1.259 
2457036.40843 -3.4532 0.0095 -4.0197 0.0154 -1.2249 0.0017 -0.5665 0.0181 2.2283 0.0096 2.7948 0.0155 0.00284 1.260 
2457036.40866 -3.4791 0.0097 -4.0429 0.0156 -1.2297 0.0018 -0.5638 0.0184 2.2494 0.0098 2.8132 0.0157 0.00284 1.261 
2457036.40891 -3.4747 0.0096 -4.0308 0.0158 -1.2203 0.0017 -0.5561 0.0185 2.2544 0.0097 2.8105 0.0159 0.00284 1.262 
2457036.40914 -3.4890 0.0098 -4.0431 0.0162 -1.2258 0.0017 -0.5541 0.0189 2.2632 0.0099 2.8173 0.0163 0.00284 1.263 
2457036.40938 -3.4831 0.0095 -4.0353 0.0158 -1.2316 0.0017 -0.5522 0.0184 2.2515 0.0096 2.8037 0.0159 0.00284 1.264 
2457036.40962 -3.4794 0.0094 -4.0599 0.0155 -1.2404 0.0017 -0.5805 0.0181 2.2390 0.0095 2.8195 0.0156 0.00284 1.265 
2457036.40986 -3.4681 0.0094 -4.0346 0.0160 -1.2350 0.0017 -0.5665 0.0186 2.2331 0.0095 2.7996 0.0161 0.00284 1.266 
2457036.41010 -3.4736 0.0097 -4.0349 0.0154 -1.2366 0.0017 -0.5613 0.0182 2.2370 0.0098 2.7983 0.0155 0.00284 1.266 
2457036.41034 -3.4689 0.0095 -4.0410 0.0158 -1.2441 0.0017 -0.5721 0.0184 2.2248 0.0096 2.7969 0.0159 0.00284 1.267 
2457036.41057 -3.4949 0.0099 -4.0740 0.0160 -1.2447 0.0017 -0.5791 0.0188 2.2502 0.0100 2.8293 0.0161 0.00284 1.268 
2457036.41082 -3.4872 0.0097 -4.0387 0.0157 -1.2377 0.0017 -0.5515 0.0185 2.2495 0.0098 2.8010 0.0158 0.00284 1.269 
2457036.41105 -3.4907 0.0098 -4.0513 0.0156 -1.2392 0.0017 -0.5606 0.0184 2.2515 0.0099 2.8121 0.0157 0.00284 1.270 
2457036.41129 -3.4947 0.0099 -4.0386 0.0159 -1.2355 0.0017 -0.5439 0.0187 2.2592 0.0100 2.8031 0.0160 0.00284 1.271 
2457036.41152 -3.4947 0.0095 -4.0558 0.0159 -1.2541 0.0017 -0.5611 0.0185 2.2406 0.0096 2.8017 0.0160 0.00284 1.272 
2457036.41176 -3.4811 0.0093 -4.0622 0.0161 -1.2459 0.0017 -0.5811 0.0186 2.2352 0.0094 2.8163 0.0162 0.00284 1.273 
2457036.41200 -3.4982 0.0096 -4.0577 0.0163 -1.2494 0.0017 -0.5595 0.0189 2.2488 0.0097 2.8083 0.0164 0.00284 1.274 
2457036.41224 -3.4884 0.0100 -4.0606 0.0157 -1.2533 0.0018 -0.5722 0.0186 2.2351 0.0101 2.8073 0.0158 0.00284 1.275 
2457036.41248 -3.4800 0.0096 -4.0388 0.0160 -1.2527 0.0018 -0.5588 0.0187 2.2273 0.0097 2.7861 0.0161 0.00284 1.276 
2457036.41271 -3.4875 0.0097 -4.0429 0.0160 -1.2563 0.0018 -0.5554 0.0187 2.2312 0.0098 2.7866 0.0161 0.00284 1.277 
2457036.41296 -3.4664 0.0097 -4.0483 0.0156 -1.2586 0.0018 -0.5819 0.0184 2.2078 0.0098 2.7897 0.0157 0.00284 1.278 
2457036.41319 -3.5047 0.0098 -4.0934 0.0161 -1.2609 0.0018 -0.5887 0.0188 2.2438 0.0099 2.8325 0.0162 0.00284 1.279 
2457036.41343 -3.5052 0.0099 -4.0620 0.0160 -1.2550 0.0017 -0.5568 0.0188 2.2502 0.0100 2.8070 0.0161 0.00284 1.280 
2457036.41366 -3.4890 0.0093 -4.0691 0.0156 -1.2723 0.0017 -0.5801 0.0182 2.2167 0.0094 2.7968 0.0157 0.00284 1.281 
2457036.41391 -3.5133 0.0098 -4.0451 0.0154 -1.2744 0.0017 -0.5318 0.0183 2.2389 0.0099 2.7707 0.0155 0.00284 1.282 
2457036.41415 -3.4824 0.0094 -4.0771 0.0160 -1.2543 0.0017 -0.5947 0.0186 2.2281 0.0095 2.8228 0.0161 0.00284 1.283 
2457036.41438 -3.5250 0.0095 -4.0711 0.0161 -1.2715 0.0018 -0.5461 0.0187 2.2535 0.0097 2.7996 0.0162 0.00284 1.284 
2457036.41462 -3.5054 0.0095 -4.0735 0.0157 -1.2668 0.0017 -0.5681 0.0184 2.2386 0.0096 2.8067 0.0158 0.00284 1.285 
2457036.41486 -3.5136 0.0095 -4.0966 0.0158 -1.2661 0.0017 -0.5830 0.0184 2.2475 0.0096 2.8305 0.0159 0.00284 1.286 
2457036.41510 -3.5140 0.0095 -4.0877 0.0163 -1.2821 0.0018 -0.5737 0.0189 2.2319 0.0097 2.8056 0.0164 0.00284 1.287 
2457036.41534 -3.5094 0.0097 -4.0830 0.0161 -1.2663 0.0017 -0.5736 0.0188 2.2431 0.0098 2.8167 0.0162 0.00284 1.288 
2457036.41557 -3.5107 0.0096 -4.0850 0.0163 -1.2735 0.0018 -0.5743 0.0189 2.2372 0.0097 2.8115 0.0164 0.00284 1.289 
2457036.41580 -3.5129 0.0094 -4.0691 0.0166 -1.2697 0.0018 -0.5562 0.0191 2.2432 0.0096 2.7994 0.0167 0.00284 1.290 
2457036.41605 -3.5267 0.0097 -4.0816 0.0156 -1.2724 0.0017 -0.5549 0.0184 2.2543 0.0098 2.8092 0.0157 0.00284 1.291 
2457036.41629 -3.4938 0.0095 -4.0878 0.0159 -1.2680 0.0017 -0.5940 0.0185 2.2258 0.0096 2.8198 0.0160 0.00284 1.292 
2457036.41652 -3.5175 0.0095 -4.0689 0.0157 -1.2885 0.0018 -0.5514 0.0184 2.2290 0.0097 2.7804 0.0158 0.00284 1.293 
2457036.41677 -3.5435 0.0096 -4.1075 0.0150 -1.2910 0.0017 -0.5640 0.0178 2.2525 0.0097 2.8165 0.0151 0.00284 1.294 
2457036.41700 -3.5074 0.0095 -4.0989 0.0158 -1.2703 0.0017 -0.5915 0.0184 2.2371 0.0096 2.8286 0.0159 0.00284 1.295 
2457036.41724 -3.5198 0.0097 -4.0938 0.0160 -1.2938 0.0018 -0.5740 0.0187 2.2260 0.0098 2.8000 0.0161 0.00284 1.296 
2457036.41747 -3.5194 0.0096 -4.0773 0.0158 -1.2839 0.0017 -0.5579 0.0185 2.2355 0.0097 2.7934 0.0159 0.00284 1.297 
2457036.41771 -3.5253 0.0099 -4.1047 0.0160 -1.2832 0.0018 -0.5794 0.0188 2.2421 0.0100 2.8215 0.0161 0.00284 1.298 
2457036.41795 -3.5485 0.0094 -4.0886 0.0151 -1.3038 0.0017 -0.5401 0.0178 2.2447 0.0095 2.7848 0.0152 0.00284 1.299 
2457036.41819 -3.5382 0.0096 -4.1223 0.0158 -1.2934 0.0017 -0.5841 0.0185 2.2448 0.0097 2.8289 0.0159 0.00284 1.300 
2457036.41842 -3.5143 0.0093 -4.0870 0.0158 -1.2946 0.0018 -0.5727 0.0183 2.2197 0.0095 2.7924 0.0159 0.00284 1.301 
2457036.41867 -3.5372 0.0094 -4.1139 0.0158 -1.2933 0.0017 -0.5767 0.0184 2.2439 0.0095 2.8206 0.0159 0.00284 1.302 
2457036.41892 -3.5309 0.0099 -4.0846 0.0161 -1.2971 0.0018 -0.5537 0.0189 2.2338 0.0100 2.7875 0.0162 0.00284 1.303 
2457036.41915 -3.5434 0.0096 -4.1002 0.0157 -1.2882 0.0017 -0.5568 0.0184 2.2552 0.0097 2.8120 0.0158 0.00284 1.304 
2457036.41939 -3.5472 0.0098 -4.1113 0.0155 -1.2958 0.0017 -0.5641 0.0183 2.2514 0.0099 2.8155 0.0156 0.00284 1.305 
2457036.41962 -3.5402 0.0095 -4.1011 0.0159 -1.2837 0.0017 -0.5609 0.0185 2.2565 0.0096 2.8174 0.0160 0.00284 1.306 
2457036.41987 -3.5288 0.0097 -4.0938 0.0155 -1.2943 0.0017 -0.5650 0.0183 2.2345 0.0098 2.7995 0.0156 0.00284 1.308 
2457036.42011 -3.5509 0.0095 -4.1300 0.0165 -1.3019 0.0018 -0.5791 0.0190 2.2490 0.0097 2.8281 0.0166 0.00284 1.309 
2457036.42034 -3.5507 0.0099 -4.0931 0.0163 -1.3006 0.0018 -0.5424 0.0191 2.2501 0.0100 2.7925 0.0164 0.00284 1.310 
2457036.42058 -3.5535 0.0096 -4.1091 0.0150 -1.3046 0.0018 -0.5556 0.0178 2.2489 0.0097 2.8045 0.0151 0.00284 1.311 
2457036.42083 -3.5407 0.0096 -4.1192 0.0164 -1.3085 0.0017 -0.5785 0.0190 2.2322 0.0097 2.8107 0.0165 0.00284 1.312 
2457036.42107 -3.5638 0.0100 -4.1269 0.0164 -1.3131 0.0017 -0.5631 0.0192 2.2507 0.0101 2.8138 0.0165 0.00284 1.313 
2457036.42130 -3.5481 0.0097 -4.1172 0.0160 -1.3105 0.0017 -0.5691 0.0187 2.2376 0.0098 2.8067 0.0161 0.00284 1.314 
2457036.42154 -3.5569 0.0095 -4.1248 0.0165 -1.3133 0.0018 -0.5679 0.0190 2.2436 0.0097 2.8115 0.0166 0.00284 1.315 
2457036.42178 -3.5474 0.0095 -4.1178 0.0161 -1.3142 0.0017 -0.5704 0.0187 2.2332 0.0096 2.8036 0.0162 0.00284 1.316 
2457036.42202 -3.5410 0.0095 -4.1055 0.0158 -1.3152 0.0018 -0.5645 0.0184 2.2258 0.0097 2.7903 0.0159 0.00284 1.317 
2457036.42225 -3.5586 0.0097 -4.1334 0.0164 -1.3136 0.0017 -0.5748 0.0191 2.2450 0.0098 2.8198 0.0165 0.00284 1.318 
2457036.42249 -3.5680 0.0095 -4.1442 0.0165 -1.3243 0.0017 -0.5762 0.0190 2.2437 0.0096 2.8199 0.0166 0.00284 1.319 
2457036.42274 -3.5603 0.0098 -4.1165 0.0161 -1.3179 0.0017 -0.5562 0.0188 2.2424 0.0099 2.7986 0.0162 0.00284 1.320 
2457036.42297 -3.5476 0.0096 -4.1127 0.0157 -1.3216 0.0017 -0.5651 0.0184 2.2260 0.0097 2.7911 0.0158 0.00284 1.321 
2457036.42321 -3.5624 0.0097 -4.1419 0.0164 -1.3094 0.0017 -0.5795 0.0191 2.2530 0.0098 2.8325 0.0165 0.00284 1.323 
2457036.42344 -3.5484 0.0097 -4.1521 0.0166 -1.3153 0.0017 -0.6037 0.0192 2.2331 0.0098 2.8368 0.0167 0.00284 1.324 
2457036.42369 -3.5701 0.0097 -4.1357 0.0160 -1.3200 0.0018 -0.5656 0.0187 2.2501 0.0098 2.8157 0.0161 0.00284 1.325 
2457036.42392 -3.5678 0.0097 -4.1437 0.0161 -1.3258 0.0017 -0.5759 0.0188 2.2420 0.0098 2.8179 0.0162 0.00284 1.326 
2457036.42415 -3.5793 0.0098 -4.1564 0.0167 -1.3417 0.0018 -0.5771 0.0194 2.2376 0.0099 2.8147 0.0168 0.00284 1.327 
2457036.42439 -3.5619 0.0098 -4.1417 0.0162 -1.3157 0.0017 -0.5798 0.0189 2.2462 0.0099 2.8260 0.0163 0.00284 1.328 
2457036.42464 -3.5654 0.0097 -4.1438 0.0169 -1.3241 0.0018 -0.5784 0.0195 2.2413 0.0098 2.8197 0.0170 0.00284 1.329 
2457036.42487 -3.5725 0.0099 -4.1494 0.0164 -1.3250 0.0018 -0.5769 0.0192 2.2475 0.0100 2.8244 0.0165 0.00284 1.330 
2457036.42511 -3.5804 0.0093 -4.1410 0.0155 -1.3358 0.0018 -0.5606 0.0181 2.2446 0.0095 2.8052 0.0156 0.00284 1.331 
2457036.42534 -3.5849 0.0098 -4.1581 0.0155 -1.3401 0.0017 -0.5732 0.0183 2.2448 0.0099 2.8180 0.0156 0.00284 1.332 
2457036.42558 -3.5674 0.0095 -4.1428 0.0157 -1.3445 0.0018 -0.5754 0.0184 2.2229 0.0097 2.7983 0.0158 0.00284 1.334 
2457036.42582 -3.5719 0.0095 -4.1625 0.0167 -1.3313 0.0017 -0.5906 0.0192 2.2406 0.0096 2.8312 0.0168 0.00284 1.335 
2457036.42605 -3.5757 0.0097 -4.1024 0.0155 -1.3221 0.0017 -0.5267 0.0183 2.2536 0.0098 2.7803 0.0156 0.00284 1.336 
2457036.42629 -3.5885 0.0095 -4.1443 0.0156 -1.3425 0.0017 -0.5558 0.0183 2.2460 0.0096 2.8018 0.0157 0.00284 1.337 
2457036.42652 -3.5695 0.0098 -4.1459 0.0160 -1.3472 0.0017 -0.5764 0.0188 2.2223 0.0099 2.7987 0.0161 0.00284 1.338 
2457036.42677 -3.5742 0.0099 -4.1489 0.0158 -1.3352 0.0017 -0.5747 0.0186 2.2390 0.0100 2.8137 0.0159 0.00284 1.339 
2457036.42701 -3.6011 0.0098 -4.1643 0.0159 -1.3615 0.0017 -0.5632 0.0187 2.2396 0.0099 2.8028 0.0160 0.00284 1.340 
2457036.42724 -3.5898 0.0098 -4.1680 0.0163 -1.3461 0.0018 -0.5782 0.0190 2.2437 0.0099 2.8219 0.0164 0.00284 1.342 
2457036.42748 -3.5932 0.0097 -4.1311 0.0154 -1.3417 0.0017 -0.5379 0.0182 2.2515 0.0098 2.7894 0.0155 0.00284 1.343 
2457036.42771 -3.5857 0.0100 -4.1567 0.0159 -1.3443 0.0017 -0.5710 0.0188 2.2414 0.0101 2.8124 0.0160 0.00284 1.344 
2457036.42796 -3.5728 0.0095 -4.1733 0.0161 -1.3495 0.0017 -0.6005 0.0187 2.2233 0.0096 2.8238 0.0162 0.00284 1.345 
2457036.42819 -3.5980 0.0098 -4.1367 0.0153 -1.3497 0.0017 -0.5387 0.0182 2.2483 0.0099 2.7870 0.0154 0.00284 1.346 
2457036.42843 -3.6107 0.0100 -4.1349 0.0157 -1.3508 0.0018 -0.5242 0.0186 2.2599 0.0101 2.7841 0.0158 0.00284 1.347 
2457036.42868 -3.5864 0.0098 -4.1546 0.0156 -1.3367 0.0017 -0.5682 0.0184 2.2497 0.0099 2.8179 0.0157 0.00284 1.348 
2457036.42891 -3.5874 0.0097 -4.1781 0.0162 -1.3632 0.0018 -0.5907 0.0189 2.2242 0.0098 2.8149 0.0163 0.00284 1.350 
2457036.42915 -3.6081 0.0100 -4.1854 0.0163 -1.3578 0.0017 -0.5773 0.0191 2.2503 0.0101 2.8276 0.0164 0.00284 1.351 
2457036.42938 -3.6001 0.0098 -4.1660 0.0160 -1.3518 0.0018 -0.5659 0.0188 2.2483 0.0099 2.8142 0.0161 0.00284 1.352 
2457036.42962 -3.5968 0.0098 -4.1756 0.0162 -1.3594 0.0017 -0.5788 0.0189 2.2374 0.0099 2.8162 0.0163 0.00284 1.353 
2457036.42986 -3.5921 0.0097 -4.1615 0.0155 -1.3623 0.0017 -0.5694 0.0183 2.2298 0.0098 2.7992 0.0156 0.00284 1.354 
2457036.43010 -3.5912 0.0097 -4.1704 0.0163 -1.3587 0.0017 -0.5792 0.0190 2.2325 0.0098 2.8117 0.0164 0.00284 1.355 
2457036.43033 -3.6054 0.0100 -4.1824 0.0162 -1.3578 0.0018 -0.5770 0.0190 2.2476 0.0101 2.8246 0.0163 0.00284 1.357 
2457036.43057 -3.5899 0.0094 -4.1373 0.0152 -1.3552 0.0017 -0.5474 0.0179 2.2347 0.0095 2.7821 0.0153 0.00284 1.358 
2457036.43082 -3.5946 0.0098 -4.1693 0.0162 -1.3550 0.0018 -0.5747 0.0189 2.2396 0.0099 2.8143 0.0163 0.00284 1.359 
2457036.43105 -3.6294 0.0101 -4.1637 0.0159 -1.3694 0.0017 -0.5343 0.0188 2.2600 0.0102 2.7943 0.0160 0.00284 1.360 
2457036.43128 -3.6044 0.0095 -4.1777 0.0164 -1.3623 0.0018 -0.5733 0.0190 2.2421 0.0097 2.8154 0.0165 0.00284 1.361 
2457036.43152 -3.6293 0.0100 -4.1956 0.0164 -1.3746 0.0018 -0.5663 0.0192 2.2547 0.0101 2.8210 0.0165 0.00284 1.363 
2457036.43175 -3.6075 0.0099 -4.1686 0.0153 -1.3584 0.0017 -0.5611 0.0182 2.2491 0.0100 2.8102 0.0154 0.00284 1.364 
2457036.43200 -3.6055 0.0093 -4.1690 0.0160 -1.3706 0.0018 -0.5635 0.0185 2.2349 0.0095 2.7984 0.0161 0.00284 1.365 
2457036.43223 -3.6183 0.0098 -4.2011 0.0161 -1.3697 0.0017 -0.5828 0.0188 2.2486 0.0099 2.8314 0.0162 0.00284 1.366 
2457036.43247 -3.6380 0.0094 -4.1848 0.0157 -1.3923 0.0018 -0.5468 0.0183 2.2457 0.0096 2.7925 0.0158 0.00284 1.367 
2457036.43271 -3.6161 0.0098 -4.1870 0.0161 -1.3885 0.0018 -0.5709 0.0188 2.2276 0.0099 2.7985 0.0162 0.00284 1.369 
2457036.43295 -3.6130 0.0095 -4.1990 0.0160 99.9999 9.9999 -0.5860 0.0186 99.9999 9.9999 99.9999 9.9999 0.00284 1.370 
2457036.43319 -3.6115 0.0101 -4.1828 0.0158 -1.3691 0.0018 -0.5713 0.0188 2.2424 0.0102 2.8137 0.0159 0.00284 1.371 
2457036.43342 -3.6059 0.0098 -4.1838 0.0164 -1.3898 0.0018 -0.5779 0.0191 2.2161 0.0099 2.7940 0.0165 0.00284 1.372 
2457036.43366 -3.6309 0.0097 -4.1754 0.0163 -1.3818 0.0017 -0.5445 0.0190 2.2491 0.0098 2.7936 0.0164 0.00284 1.373 
2457036.43389 -3.6135 0.0098 -4.1793 0.0168 -1.3895 0.0017 -0.5658 0.0194 2.2240 0.0099 2.7898 0.0169 0.00284 1.375 
2457036.43414 -3.6145 0.0097 -4.1847 0.0160 -1.3791 0.0017 -0.5702 0.0187 2.2354 0.0098 2.8056 0.0161 0.00284 1.376 
2457036.43438 -3.6189 0.0096 -4.1998 0.0160 -1.3826 0.0017 -0.5809 0.0187 2.2363 0.0097 2.8172 0.0161 0.00284 1.377 
2457036.43461 -3.6232 0.0097 -4.1911 0.0163 -1.3829 0.0017 -0.5679 0.0190 2.2403 0.0098 2.8082 0.0164 0.00284 1.378 
2457036.43484 -3.6236 0.0101 -4.1953 0.0162 -1.3778 0.0018 -0.5717 0.0191 2.2458 0.0102 2.8175 0.0163 0.00284 1.380 
2457036.43509 -3.6272 0.0097 -4.1807 0.0159 -1.3735 0.0017 -0.5535 0.0186 2.2537 0.0098 2.8072 0.0160 0.00284 1.381 
2457036.43532 -3.6168 0.0097 -4.1734 0.0157 -1.3757 0.0018 -0.5566 0.0185 2.2411 0.0098 2.7977 0.0158 0.00284 1.382 
2457036.43556 -3.6351 0.0099 -4.1759 0.0155 -1.3884 0.0018 -0.5408 0.0184 2.2467 0.0100 2.7875 0.0156 0.00284 1.383 
2457036.43580 -3.6194 0.0101 -4.2008 0.0160 -1.3960 0.0018 -0.5814 0.0189 2.2234 0.0102 2.8048 0.0161 0.00284 1.385 
2457036.43604 -3.6322 0.0098 -4.1789 0.0160 -1.3904 0.0018 -0.5467 0.0188 2.2418 0.0099 2.7885 0.0161 0.00284 1.386 
2457036.43627 -3.6441 0.0100 -4.1892 0.0155 99.9999 9.9999 -0.5451 0.0184 99.9999 9.9999 99.9999 9.9999 0.00284 1.387 
2457036.43651 -3.6361 0.0099 -4.2009 0.0154 -1.4061 0.0018 -0.5648 0.0183 2.2300 0.0100 2.7948 0.0155 0.00284 1.388 
2457036.43674 -3.6258 0.0097 -4.1668 0.0157 -1.3979 0.0018 -0.5410 0.0185 2.2279 0.0098 2.7689 0.0158 0.00284 1.390 
2457036.43699 -3.6441 0.0099 -4.2070 0.0161 -1.3989 0.0018 -0.5629 0.0189 2.2452 0.0100 2.8081 0.0162 0.00284 1.391 
2457036.43723 -3.6384 0.0099 -4.2031 0.0162 -1.3973 0.0018 -0.5647 0.0190 2.2411 0.0100 2.8058 0.0163 0.00284 1.392 
2457036.43746 -3.6298 0.0098 -4.1801 0.0160 -1.3923 0.0018 -0.5503 0.0188 2.2375 0.0099 2.7878 0.0161 0.00284 1.393 
2457036.43770 -3.6469 0.0094 -4.2236 0.0161 -1.4037 0.0017 -0.5767 0.0186 2.2432 0.0095 2.8199 0.0162 0.00284 1.395 
2457036.43793 -3.6352 0.0099 -4.2173 0.0162 -1.3924 0.0018 -0.5821 0.0190 2.2428 0.0100 2.8249 0.0163 0.00284 1.396 
2457036.43818 -3.6248 0.0101 -4.1924 0.0164 -1.3840 0.0018 -0.5676 0.0193 2.2408 0.0102 2.8084 0.0165 0.00284 1.397 
2457036.43841 -3.6504 0.0100 -4.2319 0.0172 -1.4085 0.0018 -0.5815 0.0199 2.2419 0.0101 2.8234 0.0173 0.00284 1.398 
2457036.43865 -3.6532 0.0098 -4.2186 0.0166 -1.4042 0.0018 -0.5654 0.0193 2.2490 0.0099 2.8144 0.0167 0.00284 1.400 
2457036.43890 -3.6586 0.0098 -4.1994 0.0155 -1.4108 0.0018 -0.5408 0.0183 2.2478 0.0099 2.7886 0.0156 0.00284 1.401 
2457036.43913 -3.6428 0.0097 -4.2016 0.0156 -1.4139 0.0018 -0.5588 0.0184 2.2289 0.0098 2.7877 0.0157 0.00284 1.402 
2457036.43937 -3.6569 0.0099 -4.2138 0.0161 -1.4224 0.0018 -0.5569 0.0189 2.2345 0.0100 2.7914 0.0162 0.00284 1.404 
2457036.43960 -3.6459 0.0100 -4.2228 0.0166 -1.4078 0.0018 -0.5769 0.0194 2.2381 0.0101 2.8150 0.0167 0.00284 1.405 
2457036.43984 -3.6788 0.0104 -4.2235 0.0168 -1.4155 0.0018 -0.5447 0.0198 2.2633 0.0105 2.8080 0.0169 0.00284 1.406 
2457036.44007 -3.6391 0.0101 -4.2116 0.0166 -1.4000 0.0018 -0.5725 0.0194 2.2391 0.0102 2.8116 0.0167 0.00284 1.408 
2457036.44032 -3.6538 0.0108 -4.2076 0.0177 -1.4109 0.0019 -0.5538 0.0207 2.2429 0.0109 2.7967 0.0178 0.00284 1.409 
2457036.44055 -3.6815 0.0107 -4.2157 0.0164 -1.4281 0.0018 -0.5342 0.0196 2.2534 0.0108 2.7876 0.0165 0.00284 1.410 
2457036.44079 -3.6716 0.0104 -4.2052 0.0162 -1.4131 0.0018 -0.5336 0.0193 2.2585 0.0105 2.7921 0.0163 0.00284 1.412 
2457036.44102 -3.6481 0.0101 -4.2337 0.0169 -1.4218 0.0018 -0.5856 0.0197 2.2263 0.0102 2.8119 0.0170 0.00284 1.413 
2457036.44127 -3.6528 0.0098 -4.2196 0.0164 99.9999 9.9999 -0.5668 0.0191 99.9999 9.9999 99.9999 9.9999 0.00284 1.414 
2457036.44151 -3.6321 0.0097 -4.2008 0.0165 -1.4011 0.0018 -0.5687 0.0191 2.2310 0.0098 2.7997 0.0166 0.00284 1.416 
2457036.44174 -3.6542 0.0104 -4.2171 0.0164 -1.4312 0.0019 -0.5629 0.0194 2.2230 0.0106 2.7859 0.0165 0.00284 1.417 
2457036.44198 -3.6478 0.0101 -4.2038 0.0160 -1.4116 0.0018 -0.5560 0.0189 2.2362 0.0102 2.7922 0.0161 0.00284 1.418 
2457036.44222 -3.6410 0.0101 -4.2150 0.0170 -1.4188 0.0018 -0.5740 0.0198 2.2222 0.0102 2.7962 0.0171 0.00284 1.419 
2457036.44270 -3.6658 0.0103 -4.2319 0.0168 -1.4223 0.0019 -0.5661 0.0197 2.2435 0.0105 2.8096 0.0169 0.00284 1.422 
2457036.44293 -3.6513 0.0101 -4.2111 0.0164 -1.4166 0.0019 -0.5598 0.0193 2.2347 0.0103 2.7945 0.0165 0.00284 1.424 
2457036.44318 -3.6688 0.0099 -4.2318 0.0166 -1.4250 0.0018 -0.5630 0.0193 2.2438 0.0100 2.8068 0.0167 0.00284 1.425 
2457036.44342 -3.6828 0.0106 -4.2288 0.0166 -1.4248 0.0018 -0.5460 0.0197 2.2580 0.0107 2.8040 0.0167 0.00284 1.426 
2457036.44365 -3.6585 0.0101 -4.2341 0.0171 -1.4356 0.0018 -0.5756 0.0199 2.2229 0.0102 2.7985 0.0172 0.00284 1.428 
2457036.44390 -3.6924 0.0109 -4.2264 0.0172 -1.4259 0.0018 -0.5340 0.0204 2.2665 0.0110 2.8005 0.0173 0.00284 1.429 
2457036.44413 -3.6700 0.0108 -4.2350 0.0175 -1.4388 0.0020 -0.5650 0.0206 2.2312 0.0110 2.7962 0.0176 0.00284 1.430 
2457036.44437 -3.6858 0.0104 -4.2338 0.0170 -1.4458 0.0019 -0.5480 0.0199 2.2400 0.0106 2.7880 0.0171 0.00284 1.432 
2457036.44460 -3.6687 0.0105 -4.2300 0.0173 -1.4323 0.0019 -0.5613 0.0202 2.2364 0.0107 2.7977 0.0174 0.00284 1.433 
2457036.44484 -3.6744 0.0105 -4.2000 0.0166 -1.4399 0.0018 -0.5256 0.0196 2.2345 0.0106 2.7601 0.0167 0.00284 1.434 
2457036.44509 -3.6669 0.0107 -4.2336 0.0181 -1.4433 0.0020 -0.5667 0.0210 2.2236 0.0109 2.7903 0.0182 0.00284 1.436 
2457036.44532 -3.6808 0.0105 -4.2052 0.0166 -1.4415 0.0020 -0.5244 0.0196 2.2393 0.0107 2.7637 0.0167 0.00284 1.437 
2457036.44556 -3.6915 0.0111 -4.2372 0.0187 -1.4457 0.0020 -0.5457 0.0217 2.2458 0.0113 2.7915 0.0188 0.00284 1.439 
2457036.44579 -3.6950 0.0112 -4.2283 0.0179 -1.4476 0.0019 -0.5333 0.0211 2.2474 0.0113 2.7807 0.0180 0.00284 1.440 
2457036.44604 -3.6587 0.0107 99.9999 9.9999 -1.4292 0.0019 99.9999 9.9999 2.2295 0.0109 99.9999 9.9999 0.00284 1.441 
2457036.44627 -3.6729 0.0109 -4.2097 0.0177 -1.4418 0.0019 -0.5368 0.0208 2.2311 0.0110 2.7679 0.0178 0.00284 1.443 
2457036.44651 -3.6778 0.0104 -4.2191 0.0177 -1.4507 0.0020 -0.5413 0.0205 2.2271 0.0106 2.7684 0.0178 0.00284 1.444 
2457036.44675 -3.6833 0.0107 -4.2203 0.0179 -1.4436 0.0019 -0.5370 0.0209 2.2397 0.0109 2.7767 0.0180 0.00284 1.446 
2457036.44698 -3.6984 0.0107 -4.2355 0.0173 -1.4463 0.0019 -0.5371 0.0203 2.2521 0.0109 2.7892 0.0174 0.00284 1.447 
2457036.44723 -3.6945 0.0106 99.9999 9.9999 -1.4384 0.0019 99.9999 9.9999 2.2561 0.0108 99.9999 9.9999 0.00284 1.449 
2457036.44746 -3.6685 0.0108 -4.2345 0.0180 -1.4404 0.0020 -0.5660 0.0210 2.2281 0.0110 2.7941 0.0181 0.00284 1.450 
2457036.44770 -3.6568 0.0102 -4.2409 0.0176 -1.4262 0.0019 -0.5841 0.0203 2.2306 0.0104 2.8147 0.0177 0.00284 1.451 
2457036.44793 -3.7032 0.0109 -4.2176 0.0168 -1.4439 0.0019 -0.5144 0.0200 2.2593 0.0110 2.7737 0.0169 0.00284 1.453 
